Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA
Date,,,,,,,,,,,,,,,,,,
2018-01-12,42.168540954589844,56.532501220703125,22.4146671295166,44.272499084472656,56.532501220703125,22.4146671295166,44.34000015258789,56.564998626708984,22.694000244140625,43.912498474121094,55.4005012512207,22.244667053222656,44.04499816894531,55.505001068115234,22.575332641601562,101672400,38586000,72376500
2018-01-16,41.954246520996094,56.53499984741211,22.67066764831543,44.04750061035156,56.53499984741211,22.67066764831543,44.84749984741211,57.444000244140625,23.0,44.03499984741211,56.33300018310547,22.31999969482422,44.474998474121094,57.015499114990234,22.502666473388672,118263600,36462000,97114500
2018-01-17,42.64716720581055,56.95500183105469,23.143999099731445,44.775001525878906,56.95500183105469,23.143999099731445,44.8125,56.965999603271484,23.266666412353516,43.76750183105469,56.17449951171875,22.649999618530273,44.037498474121094,56.81800079345703,22.697999954223633,137547200,27830000,106552500
2018-01-18,42.68525314331055,56.798500061035156,22.971332550048828,44.814998626708984,56.798500061035156,22.971332550048828,45.025001525878906,57.02949905395508,23.48666763305664,44.5625,56.222999572753906,22.916000366210938,44.842498779296875,56.967498779296875,23.044666290283203,124773600,27498000,85287000
2018-01-19,42.49477005004883,57.17499923706055,23.334667205810547,44.6150016784668,57.17499923706055,23.334667205810547,44.89500045776367,57.18899917602539,23.37266731262207,44.352500915527344,56.625,22.84000015258789,44.65250015258789,56.9015007019043,23.0,129700400,30552000,73324500
2018-01-22,42.147117614746094,58.20800018310547,23.437332153320312,44.25,58.20800018310547,23.437332153320312,44.44499969482422,58.34400177001953,23.85533332824707,44.150001525878906,57.090999603271484,23.280000686645508,44.32500076293945,57.191001892089844,23.293333053588867,108434400,29550000,93156000
2018-01-23,42.15663528442383,58.80849838256836,23.519332885742188,44.2599983215332,58.80849838256836,23.519332885742188,44.86000061035156,58.925498962402344,24.03333282470703,44.20500183105469,58.36249923706055,23.399999618530273,44.32500076293945,58.53099822998047,24.0,130756400,39138000,81981000
2018-01-24,41.485145568847656,58.56449890136719,23.05933380126953,43.55500030517578,58.56449890136719,23.05933380126953,44.32500076293945,59.352500915527344,23.649999618530273,43.29999923706055,58.369998931884766,22.90133285522461,44.3125,59.249000549316406,23.6386661529541,204420400,37128000,79312500
2018-01-25,40.74458694458008,59.106998443603516,22.50933265686035,42.77750015258789,59.106998443603516,22.50933265686035,43.73749923706055,59.25,23.280000686645508,42.63249969482422,58.59199905395508,22.426666259765625,43.627498626708984,59.035499572753906,23.218000411987305,166116000,29984000,101104500
2018-01-26,40.839839935302734,59.37799835205078,22.856666564941406,42.877498626708984,59.37799835205078,22.856666564941406,43.0,59.37799835205078,22.933332443237305,42.51499938964844,58.4015007019043,22.380666732788086,43.0,59.37649917602539,22.766666412353516,156572000,42170000,68091000
2018-01-29,39.99451446533203,59.32400131225586,23.302000045776367,41.9900016784668,59.32400131225586,23.302000045776367,42.540000915527344,59.900001525878906,23.389999389648438,41.76750183105469,59.202999114990234,22.552000045776367,42.540000915527344,59.400001525878906,22.656667709350586,202561600,31494000,71206500
2018-01-30,39.75877380371094,58.868499755859375,23.05466651916504,41.74250030517578,58.868499755859375,23.05466651916504,41.842498779296875,59.39649963378906,23.218000411987305,41.17499923706055,58.72549819946289,22.81133270263672,41.38249969482422,58.88600158691406,23.00933265686035,184192800,37338000,70765500
2018-01-31,39.868316650390625,59.111000061035156,23.62066650390625,41.85749816894531,59.111000061035156,23.62066650390625,42.11000061035156,59.316001892089844,23.746000289916992,41.625,58.60499954223633,23.012666702270508,41.717498779296875,59.19049835205078,23.167333602905273,129915600,36022000,93211500
2018-02-01,39.9516487121582,59.079498291015625,23.28333282470703,41.94499969482422,59.079498291015625,23.28333282470703,42.154998779296875,59.372501373291016,23.977333068847656,41.689998626708984,58.46799850463867,23.242000579833984,41.79249954223633,58.79949951171875,23.399999618530273,188923200,73514000,62965500
2018-02-02,38.2181510925293,55.959999084472656,22.916667938232422,40.125,55.959999084472656,22.916667938232422,41.70000076293945,56.564998626708984,23.463333129882812,40.025001525878906,55.55849838256836,22.700666427612305,41.5,56.37099838256836,23.229333877563477,346375200,117842000,55572000
2018-02-05,37.26329040527344,53.11949920654297,22.208667755126953,39.122501373291016,53.11949920654297,22.208667755126953,40.970001220703125,55.7495002746582,22.96466636657715,39.0,52.83700180053711,22.200000762939453,39.775001525878906,55.03049850463867,22.531333923339844,290954000,83550000,66961500
2018-02-06,38.820587158203125,54.221500396728516,22.264667510986328,40.75749969482422,54.221500396728516,22.264667510986328,40.93000030517578,54.36899948120117,22.4146671295166,38.5,51.5004997253418,21.566667556762695,38.70750045776367,51.69900131225586,21.680667877197266,272975200,76630000,76326000
2018-02-07,37.98954772949219,52.77050018310547,23.0,39.8849983215332,52.77050018310547,23.0,40.849998474121094,54.326499938964844,23.066667556762695,39.76750183105469,52.73099899291992,22.37733268737793,40.772499084472656,54.24850082397461,22.599332809448242,206434400,51942000,104538000
2018-02-08,36.9442024230957,50.385501861572266,21.01533317565918,38.787498474121094,50.385501861572266,21.01533317565918,40.25,53.19649887084961,23.2413330078125,38.75749969482422,50.23500061035156,20.97333335876465,40.0724983215332,52.993499755859375,22.887332916259766,217562000,66792000,154719000
2018-02-09,37.396087646484375,52.313499450683594,20.69466781616211,39.102500915527344,52.313499450683594,20.69466781616211,39.47249984741211,52.58599853515625,21.398666381835938,37.560001373291016,49.849998474121094,19.650667190551758,39.26750183105469,51.29399871826172,21.32866668701172,282690400,98360000,194005500
2018-02-12,38.90235137939453,52.72800064086914,21.048667907714844,40.6775016784668,52.72800064086914,21.048667907714844,40.97249984741211,53.278499603271484,21.205333709716797,39.377498626708984,52.27450180053711,20.416667938232422,39.625,52.833499908447266,21.075332641601562,243278000,56240000,93417000
2018-02-13,39.29206466674805,52.707000732421875,21.577333450317383,41.084999084472656,52.707000732421875,21.577333450317383,41.1875,53.06100082397461,21.612667083740234,40.412498474121094,52.34600067138672,20.833999633789062,40.48749923706055,52.5,21.001333236694336,130196800,31586000,68403000
2018-02-14,40.016517639160156,53.6349983215332,21.487333297729492,41.842498779296875,53.6349983215332,21.487333297729492,41.8849983215332,53.77349853515625,21.744667053222656,40.720001220703125,52.4900016784668,21.23466682434082,40.7599983215332,52.715999603271484,21.389333724975586,162579600,41304000,59260500
2018-02-15,41.360198974609375,54.56800079345703,22.271333694458008,43.247501373291016,54.56800079345703,22.271333694458008,43.272499084472656,54.70500183105469,22.274667739868164,42.25,53.36149978637695,21.49333381652832,42.4474983215332,54.17250061035156,21.633333206176758,204588800,37396000,88693500
2018-02-16,41.226318359375,54.775001525878906,22.365999221801758,43.10749816894531,54.775001525878906,22.365999221801758,43.70500183105469,55.41550064086914,22.874666213989258,42.942501068115234,54.57749938964844,22.109333038330078,43.09000015258789,54.66899871826172,22.166667938232422,160704400,39948000,84639000
2018-02-20,41.08763885498047,55.179500579833984,22.31800079345703,42.962501525878906,55.179500579833984,22.31800079345703,43.564998626708984,55.81449890136719,22.722667694091797,42.85499954223633,54.5,22.100000381469727,43.01250076293945,54.63800048828125,22.29800033569336,135722000,33754000,60141000
2018-02-21,40.90114974975586,55.6875,22.219999313354492,42.76750183105469,55.6875,22.219999313354492,43.529998779296875,56.810001373291016,22.645999908447266,42.752498626708984,55.3754997253418,22.211332321166992,43.20750045776367,55.45500183105469,22.402000427246094,149886400,41486000,48294000
2018-02-22,41.2430534362793,55.494998931884766,23.077999114990234,43.125,55.494998931884766,23.077999114990234,43.48749923706055,56.27299880981445,23.16266632080078,42.9275016784668,55.25749969482422,22.316667556762695,42.95000076293945,55.958499908447266,22.368667602539062,123967600,28010000,104547000
2018-02-23,41.9603157043457,56.40449905395508,23.469999313354492,43.875,56.40449905395508,23.469999313354492,43.912498474121094,56.45000076293945,23.666000366210938,43.3849983215332,55.422000885009766,23.139999389648438,43.41749954223633,55.93299865722656,23.18866729736328,135249600,25292000,87261000
2018-02-26,42.78996658325195,57.185001373291016,23.827999114990234,44.74250030517578,57.185001373291016,23.827999114990234,44.84749984741211,57.209999084472656,23.933332443237305,44.0525016784668,56.46699905395508,23.49066734313965,44.087501525878906,56.59299850463867,23.566667556762695,152648800,30912000,65100000
2018-02-27,42.651283264160156,55.8754997253418,23.39933204650879,44.59749984741211,55.8754997253418,23.39933204650879,45.119998931884766,57.212501525878906,23.999332427978516,44.540000915527344,55.839500427246094,23.333999633789062,44.775001525878906,57.185001373291016,23.75,155712400,42964000,71961000
2018-02-28,42.586727142333984,55.19599914550781,22.87066650390625,44.529998779296875,55.19599914550781,22.87066650390625,45.154998779296875,56.38249969482422,23.682666778564453,44.51250076293945,55.150001525878906,22.814666748046875,44.814998626708984,56.099998474121094,23.504667282104492,151128400,49292000,91045500
2018-03-01,41.84077835083008,53.570499420166016,22.062000274658203,43.75,53.570499420166016,22.062000274658203,44.94499969482422,55.563499450683594,23.244667053222656,43.165000915527344,53.364498138427734,22.004667282104492,44.6349983215332,55.47700119018555,23.000667572021484,195208000,55338000,103284000
2018-03-02,42.13008117675781,54.207000732421875,22.341333389282227,44.0525016784668,54.207000732421875,22.341333389282227,44.07500076293945,54.34450149536133,22.347999572753906,43.11249923706055,52.50550079345703,21.531333923339844,43.20000076293945,52.89899826049805,21.798667907714844,153816000,50162000,76392000
2018-03-05,42.27592086791992,54.737998962402344,22.22333335876465,44.20500183105469,54.737998962402344,22.22333335876465,44.435001373291016,55.058998107910156,22.516666412353516,43.630001068115234,53.61349868774414,21.952667236328125,43.8025016784668,53.90650177001953,22.159332275390625,113605600,28648000,57357000
2018-03-06,42.24005126953125,55.04499816894531,21.8799991607666,44.16749954223633,55.04499816894531,21.8799991607666,44.5625,55.28150177001953,22.424667358398438,44.032501220703125,54.724998474121094,21.802000045776367,44.477500915527344,55.10499954223633,22.25,95154000,23382000,64285500
2018-03-07,41.84794235229492,55.75199890136719,22.15333366394043,43.75749969482422,55.75199890136719,22.15333366394043,43.962501525878906,55.810001373291016,22.166667938232422,43.567501068115234,54.49549865722656,21.44933319091797,43.73500061035156,54.64099884033203,21.695999145507812,126814000,30748000,75109500
2018-03-08,42.30460739135742,56.46900177001953,21.940000534057617,44.23500061035156,56.46900177001953,21.940000534057617,44.279998779296875,56.571998596191406,22.219999313354492,43.76750183105469,55.86000061035156,21.751333236694336,43.869998931884766,55.86000061035156,22.19066619873047,95096400,33862000,53493000
2018-03-09,43.031436920166016,58.04199981689453,21.81133270263672,44.994998931884766,58.04199981689453,21.81133270263672,45.0,58.04999923706055,21.89933204650879,44.34749984741211,56.714500427246094,21.4913330078125,44.4900016784668,56.974998474121094,21.606666564941406,128740800,42662000,82602000
2018-03-12,43.44745635986328,58.29650115966797,23.034000396728516,45.43000030517578,58.29650115966797,23.034000396728516,45.59749984741211,58.90800094604492,23.1473331451416,45.0525016784668,57.959999084472656,21.766666412353516,45.0724983215332,58.252498626708984,21.907333374023438,128828400,44306000,123960000
2018-03-13,43.029048919677734,56.99549865722656,22.78933334350586,44.99250030517578,56.99549865722656,22.78933334350586,45.875,58.900001525878906,23.1473331451416,44.810001373291016,56.72850036621094,21.766666412353516,45.647499084472656,58.59149932861328,21.907333374023438,126774000,43140000,89487000
2018-03-14,42.66324234008789,57.44449996948242,21.775333404541016,44.61000061035156,57.44449996948242,21.775333404541016,45.130001068115234,57.987998962402344,22.65399932861328,44.45249938964844,57.11750030517578,21.595333099365234,45.08000183105469,57.290000915527344,22.450666427612305,117473600,41870000,119511000
2018-03-15,42.71344757080078,57.53049850463867,21.706666946411133,44.662498474121094,57.53049850463867,21.706666946411133,45.060001373291016,58.125,22.190000534057617,44.51750183105469,56.78300094604492,21.406667709350586,44.625,57.47850036621094,21.958667755126953,90975200,33382000,98472000
2018-03-16,42.56282424926758,56.72100067138672,21.42333221435547,44.505001068115234,56.72100067138672,21.42333221435547,44.779998779296875,57.84049987792969,21.82666778564453,44.404998779296875,56.56800079345703,21.271333694458008,44.662498474121094,57.76750183105469,21.528667449951172,157618800,58656000,91759500
2018-03-19,41.91250228881836,55.003501892089844,20.90399932861328,43.82500076293945,55.003501892089844,20.90399932861328,44.36750030517578,55.96849822998047,21.383333206176758,43.415000915527344,54.44599914550781,20.64466667175293,44.33000183105469,55.88800048828125,21.100000381469727,133787200,63656000,112264500
2018-03-20,41.89815139770508,54.790000915527344,20.703332901000977,43.810001373291016,54.790000915527344,20.703332901000977,44.20000076293945,55.27750015258789,21.083332061767578,43.73500061035156,54.12099838256836,20.583999633789062,43.810001373291016,54.91999816894531,20.9913330078125,78597600,54598000,71464500
2018-03-21,40.94896697998047,54.70000076293945,21.101999282836914,42.817501068115234,54.70000076293945,21.101999282836914,43.772499084472656,55.435001373291016,21.496000289916992,42.814998626708984,54.36050033569336,20.679332733154297,43.7599983215332,54.628501892089844,20.683332443237305,148219600,44898000,89376000
2018-03-22,40.37036895751953,52.657501220703125,20.606666564941406,42.212501525878906,52.657501220703125,20.606666564941406,43.16999816894531,54.19599914550781,21.254667282104492,42.150001525878906,52.481998443603516,20.545333862304688,42.5,54.0004997253418,20.926000595092773,165963200,69312000,74097000
2018-03-23,39.435523986816406,51.32749938964844,20.1026668548584,41.23500061035156,51.32749938964844,20.1026668548584,42.47999954223633,53.3390007019043,20.75,41.23500061035156,51.243499755859375,20.030000686645508,42.09749984741211,52.56850051879883,20.75,164115200,49880000,99823500
2018-03-26,41.30759811401367,52.704498291015625,20.278667449951172,43.192501068115234,52.704498291015625,20.278667449951172,43.275001525878906,52.9635009765625,20.506000518798828,41.61000061035156,50.52899932861328,19.423999786376953,42.01750183105469,52.529998779296875,20.48933219909668,150164800,65984000,125628000
2018-03-27,40.24843215942383,50.34700012207031,18.61199951171875,42.084999084472656,50.34700012207031,18.61199951171875,43.787498474121094,53.22700119018555,20.284666061401367,41.72999954223633,49.88100051879883,18.478666305541992,43.41999816894531,53.19499969482422,20.266666412353516,163690400,60816000,208080000
2018-03-28,39.8037223815918,50.25899887084961,17.185333251953125,41.619998931884766,50.25899887084961,17.185333251953125,42.505001068115234,51.2495002746582,17.91200065612793,41.29750061035156,49.20000076293945,16.80666732788086,41.8125,50.09550094604492,17.6386661529541,166674000,77698000,315021000
2018-03-29,40.11454391479492,51.856998443603516,17.742000579833984,41.94499969482422,51.856998443603516,17.742000579833984,42.9375,52.40250015258789,18.06399917602539,41.724998474121094,50.20199966430664,16.547332763671875,41.95249938964844,50.56050109863281,17.099332809448242,153594000,69338000,227560500
2018-04-02,39.85153579711914,50.631500244140625,16.832000732421875,41.66999816894531,50.631500244140625,16.832000732421875,42.23500061035156,51.97650146484375,17.35533332824707,41.11750030517578,49.712501525878906,16.305999755859375,41.65999984741211,51.38100051879883,17.083999633789062,150347200,65068000,241710000
2018-04-03,40.26039123535156,50.933998107910156,17.8353328704834,42.09749984741211,50.933998107910156,17.8353328704834,42.1875,51.25,18.22333335876465,41.220001220703125,49.86249923706055,16.965999603271484,41.90999984741211,50.807498931884766,17.988000869750977,121112000,51322000,282666000
2018-04-04,41.03025436401367,51.48550033569336,19.12933349609375,42.90250015258789,51.48550033569336,19.12933349609375,43.002498626708984,51.637001037597656,19.224666595458984,41.192501068115234,49.82550048828125,16.799999237060547,41.220001220703125,49.9114990234375,16.851999282836914,138422000,50724000,298450500
2018-04-05,41.31477737426758,51.63199996948242,20.381332397460938,43.20000076293945,51.63199996948242,20.381332397460938,43.557498931884766,52.33549880981445,20.417333602905273,43.02000045776367,51.20000076293945,19.213333129882812,43.14500045776367,52.31949996948242,19.28933334350586,107732800,35836000,286816500
2018-04-06,40.257999420166016,50.497501373291016,19.953332901000977,42.095001220703125,50.497501373291016,19.953332901000977,43.119998931884766,51.79999923706055,20.618667602539062,42.04999923706055,50.3125,19.700000762939453,42.74250030517578,51.154998779296875,20.066667556762695,140021200,40134000,202804500
2018-04-09,40.657283782958984,51.00450134277344,19.310667037963867,42.51250076293945,51.00450134277344,19.310667037963867,43.272499084472656,52.22949981689453,20.633333206176758,42.462501525878906,50.959999084472656,19.28066635131836,42.470001220703125,51.00199890136719,20.024667739868164,116070800,33220000,153747000
2018-04-10,41.42237091064453,51.82500076293945,20.31333351135254,43.3125,51.82500076293945,20.31333351135254,43.5,52.06050109863281,20.47333335876465,42.88249969482422,50.77050018310547,19.57866668701172,43.25,51.51300048828125,19.931333541870117,113634400,36620000,164847000
2018-04-11,41.22869873046875,51.25299835205078,20.062000274658203,43.11000061035156,51.25299835205078,20.062000274658203,43.47999954223633,51.79349899291992,20.59866714477539,42.92499923706055,50.959999084472656,19.977333068847656,43.057498931884766,51.599998474121094,20.049333572387695,89726400,34060000,112243500
2018-04-12,41.635154724121094,51.864498138427734,19.60533332824707,43.53499984741211,51.864498138427734,19.60533332824707,43.75,52.23249816894531,20.26333236694336,43.2599983215332,51.3025016784668,19.57866668701172,43.352500915527344,51.57350158691406,20.154666900634766,91557200,32896000,114132000
2018-04-13,41.776222229003906,51.801998138427734,20.022666931152344,43.682498931884766,51.801998138427734,20.022666931152344,43.959999084472656,52.64899826049805,20.26333236694336,43.462501525878906,51.50749969482422,19.73200035095215,43.69499969482422,52.34450149536133,20.239999771118164,100497200,25410000,109908000
2018-04-16,42.036827087402344,52.30500030517578,19.413999557495117,43.95500183105469,52.30500030517578,19.413999557495117,44.04750061035156,52.57149887084961,19.977333068847656,43.70750045776367,51.69599914550781,19.267332077026367,43.75749969482422,52.27750015258789,19.933332443237305,86313600,29776000,95077500
2018-04-17,42.61542510986328,53.96799850463867,19.179332733154297,44.560001373291016,53.96799850463867,19.179332733154297,44.73500061035156,54.25,19.47800064086914,44.102500915527344,52.85449981689453,18.833999633789062,44.122501373291016,53.060001373291016,19.257999420166016,106421600,54584000,105000000
2018-04-18,42.51979446411133,53.769500732421875,19.55666732788086,44.459999084472656,53.769500732421875,19.55666732788086,44.70500183105469,54.099998474121094,20.016000747680664,44.220001220703125,53.5260009765625,19.21066665649414,44.45249938964844,53.95050048828125,19.405332565307617,83018000,31126000,98365500
2018-04-19,41.31477737426758,54.47249984741211,20.005332946777344,43.20000076293945,54.47249984741211,20.005332946777344,43.84749984741211,54.8754997253418,20.067333221435547,43.165000915527344,53.45100021362305,19.23666763305664,43.439998626708984,53.45100021362305,19.405332565307617,139235200,39884000,91359000
2018-04-20,39.62201690673828,53.86600112915039,19.349332809448242,41.43000030517578,53.86600112915039,19.349332809448242,42.80500030517578,54.73749923706055,19.998666763305664,41.35749816894531,53.60499954223633,19.316667556762695,42.650001525878906,54.2135009765625,19.67799949645996,261964400,42434000,84418500
2018-04-23,39.50725173950195,53.69049835205078,18.891332626342773,41.310001373291016,53.69049835205078,18.891332626342773,41.72999954223633,54.400001525878906,19.441333770751953,41.022499084472656,53.33399963378906,18.82200050354004,41.70750045776367,54.14899826049805,19.41933250427246,146062000,69590000,73401000
2018-04-24,38.95734786987305,51.13199996948242,18.8973331451416,40.73500061035156,51.13199996948242,18.8973331451416,41.58250045776367,53.2244987487793,19.139333724975586,40.30500030517578,50.643001556396484,18.56399917602539,41.41749954223633,52.959999084472656,19.0,134768000,128220000,85279500
2018-04-25,39.127098083496094,51.14950180053711,18.71266746520996,40.912498474121094,51.14950180053711,18.71266746520996,41.35499954223633,51.80350112915039,19.01066780090332,40.602500915527344,50.85049819946289,18.483333587646484,40.654998779296875,51.48749923706055,18.899999618530273,113528400,57860000,60204000
2018-04-26,39.26337814331055,52.16550064086914,19.031999588012695,41.05500030517578,52.16550064086914,19.031999588012695,41.432498931884766,52.60100173950195,19.05266761779785,40.842498779296875,51.022499084472656,18.433332443237305,41.029998779296875,51.6609992980957,18.583332061767578,111852000,50926000,65340000
2018-04-27,38.80910873413086,51.5724983215332,19.60533332824707,40.58000183105469,51.5724983215332,19.60533332824707,41.08250045776367,52.584999084472656,19.631332397460938,40.157501220703125,51.37950134277344,18.922000885009766,41.0,52.277000427246094,19.024667739868164,142623200,40746000,65469000
2018-04-30,39.51203155517578,50.92900085449219,19.593332290649414,41.314998626708984,50.92900085449219,19.593332290649414,41.814998626708984,51.91849899291992,19.915332794189453,40.459999084472656,50.915000915527344,19.5,40.532501220703125,51.72100067138672,19.573999404907227,169709600,34492000,63423000
2018-05-01,40.430137634277344,52.037498474121094,19.994667053222656,42.275001525878906,52.037498474121094,19.994667053222656,42.29999923706055,52.08649826049805,20.05466651916504,41.317501068115234,50.53049850463867,19.54800033569336,41.602500915527344,50.814998626708984,19.567333221435547,214277600,35326000,69384000
2018-05-02,42.21614074707031,51.3025016784668,20.07666778564453,44.14250183105469,51.3025016784668,20.07666778564453,44.4375,52.19900131225586,20.456666946411133,43.45000076293945,51.15800094604492,19.851999282836914,43.807498931884766,51.70000076293945,19.904666900634766,266157600,34698000,134556000
2018-05-03,42.29264831542969,51.314998626708984,18.963333129882812,44.22249984741211,51.314998626708984,18.963333129882812,44.375,51.53450012207031,19.202667236328125,43.61000061035156,50.394500732421875,18.34866714477539,43.970001220703125,51.26850128173828,18.586000442504883,136272800,39282000,260281500
2018-05-04,43.951934814453125,52.54999923706055,19.606000900268555,45.95750045776367,52.54999923706055,19.606000900268555,46.0625,52.59400177001953,19.790666580200195,44.54249954223633,50.90250015258789,18.634666442871094,44.5625,50.980499267578125,18.866666793823242,224805200,36892000,128541000
2018-05-07,44.269927978515625,52.972999572753906,20.184667587280273,46.290000915527344,52.972999572753906,20.184667587280273,46.91749954223633,53.25,20.3973331451416,46.1875,52.51350021362305,19.67799949645996,46.29499816894531,52.69449996948242,19.833332061767578,169805600,34400000,130173000
2018-05-08,44.48271560668945,52.929500579833984,20.131332397460938,46.51250076293945,52.929500579833984,20.131332397460938,46.55500030517578,53.26150131225586,20.516666412353516,45.91749954223633,52.582000732421875,19.933332443237305,46.247501373291016,53.23099899291992,20.053333282470703,113611200,26030000,88950000
2018-05-09,44.79592514038086,54.4474983215332,20.456666946411133,46.84000015258789,54.4474983215332,20.456666946411133,46.849998474121094,54.70000076293945,20.46733283996582,46.30500030517578,53.105499267578125,20.003332138061523,46.63750076293945,53.20500183105469,20.027332305908203,92844800,47160000,85911000
2018-05-10,45.43668746948242,55.27349853515625,20.334667205810547,47.5099983215332,55.27349853515625,20.334667205810547,47.592498779296875,55.47050094604492,20.865999221801758,46.912498474121094,54.694000244140625,20.27400016784668,46.935001373291016,54.75,20.5,111957200,36414000,84774000
2018-05-11,45.263885498046875,55.16899871826172,20.070667266845703,47.147499084472656,55.16899871826172,20.070667266845703,47.51499938964844,55.45050048828125,20.591999053955078,46.86249923706055,54.861000061035156,19.93866729736328,47.372501373291016,55.02050018310547,20.51333236694336,104848800,30504000,70194000
2018-05-14,45.15827560424805,55.33000183105469,19.46466636657715,47.037498474121094,55.33000183105469,19.46466636657715,47.38249969482422,55.907501220703125,20.32933235168457,46.96500015258789,55.2400016784668,19.441333770751953,47.252498626708984,55.278499603271484,20.221332550048828,83115200,39338000,109302000
2018-05-15,44.74785232543945,54.243499755859375,18.94533348083496,46.61000061035156,54.243499755859375,18.94533348083496,46.76750183105469,54.95600128173828,19.130666732788086,46.275001525878906,53.93899917602539,18.700000762939453,46.69499969482422,54.845001220703125,19.000667572021484,94780800,35738000,142788000
2018-05-16,45.16546630859375,54.204498291015625,19.09866714477539,47.04499816894531,54.204498291015625,19.09866714477539,47.1150016784668,54.71900177001953,19.253999710083008,46.5,54.08150100708008,18.770666122436523,46.51750183105469,54.25450134277344,18.922000885009766,76732400,25628000,85110000
2018-05-17,44.87985610961914,54.0629997253418,18.96933364868164,46.747501373291016,54.0629997253418,18.96933364868164,47.227500915527344,54.54999923706055,19.279333114624023,46.59000015258789,53.82099914550781,18.931333541870117,47.0,54.073001861572266,19.059999465942383,69176000,25738000,66309000
2018-05-18,44.716651916503906,53.481998443603516,18.454666137695312,46.57749938964844,53.481998443603516,18.454666137695312,46.95249938964844,53.686500549316406,18.976667404174805,46.532501220703125,53.23400115966797,18.266666412353516,46.79750061035156,53.29999923706055,18.976667404174805,73190800,35482000,108778500
2018-05-21,45.0334587097168,54.20050048828125,18.965999603271484,46.907501220703125,54.20050048828125,18.965999603271484,47.317501068115234,54.665000915527344,19.432666778564453,46.727500915527344,53.900001525878906,18.753332138061523,47.0,53.95000076293945,18.755332946777344,73603200,25180000,137739000
2018-05-22,44.92066192626953,53.765499114990234,18.333999633789062,46.790000915527344,53.765499114990234,18.333999633789062,47.220001220703125,54.59000015258789,19.200000762939453,46.69499969482422,53.612998962402344,18.22800064086914,47.095001220703125,54.4900016784668,19.18400001525879,60962800,22226000,134187000
2018-05-23,45.208675384521484,54.29800033569336,18.60466766357422,47.09000015258789,54.29800033569336,18.60466766357422,47.125,54.400001525878906,18.660667419433594,46.439998626708984,53.347999572753906,18.266666412353516,46.587501525878906,53.5,18.517332077026367,80233600,23740000,89776500
